OBJECTID,statefp,countyfp,tractce,affgeoid,geoid,name,COUNTY,StateAbbr,StateDesc,Location,E_TOTPOP,M_TOTPOP,E_DAYPOP,SPL_EJI,RPL_EJI,SPL_SER,RPL_SER,EPL_OZONE,EPL_PM,EPL_DSLPM,EPL_TOTCR,SPL_EBM_THEME1,RPL_EBM_DOM1,EPL_NPL,EPL_TRI,EPL_TSD,EPL_RMP,EPL_COAL,EPL_LEAD,SPL_EBM_THEME2,RPL_EBM_DOM2,EPL_PARK,EPL_HOUAGE,EPL_WLKIND,SPL_EBM_THEME3,RPL_EBM_DOM3,EPL_RAIL,EPL_ROAD,EPL_AIRPRT,SPL_EBM_THEME4,RPL_EBM_DOM4,EPL_IMPWTR,SPL_EBM_THEME5,RPL_EBM_DOM5,SPL_EBM,RPL_EBM,EPL_MINRTY,SPL_SVM_DOM1,RPL_SVM_DOM1,EPL_POV200,EPL_NOHSDP,EPL_UNEMP,EPL_RENTER,EPL_HOUBDN,EPL_UNINSUR,EPL_NOINT,SPL_SVM_DOM2,RPL_SVM_DOM2,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_LIMENG,SPL_SVM_DOM3,RPL_SVM_DOM3,EPL_MOBILE,EPL_GROUPQ,SPL_SVM_DOM4,RPL_SVM_DOM4,SPL_SVM,RPL_SVM,F_BPHIGH,F_ASTHMA,F_CANCER,F_MHLTH,F_DIABETES,F_HVM,RPL_HVM,E_OZONE,E_PM,E_DSLPM,E_TOTCR,E_NPL,E_TRI,E_TSD,E_RMP,E_COAL,E_LEAD,E_PARK,E_HOUAGE,E_WLKIND,E_RAIL,E_ROAD,E_AIRPRT,E_IMPWTR,EP_MINRTY,EP_POV200,EP_NOHSDP,EP_UNEMP,EP_RENTER,EP_HOUBDN,EP_UNINSUR,EP_NOINT,EP_AGE65,EP_AGE17,EP_DISABL,EP_LIMENG,EP_MOBILE,EP_GROUPQ,EP_BPHIGH,EP_ASTHMA,EP_CANCER,EP_MHLTH,EP_DIABETES,EPL_BPHIGH,EPL_ASTHMA,EPL_CANCER,EPL_DIABETES,EPL_MHLTH,SHAPE__Length,SHAPE__Area
65400,48,359,950100,1400000US48359950100,48359950100,9501,Oldham,TX,Texas,"Census Tract 9501, Oldham County, Texas","2,094.00",,"2,304.00",0.84,0.26,0.64,0.23,0.00,0.03,0.02,0.05,0.10,0.02,0.00,0.00,0.00,0.00,0.84,0.00,0.84,0.43,1.00,0.66,0.74,2.40,0.98,0.28,0.23,0.00,0.51,0.17,0.23,0.23,0.23,4.07,0.10,0.42,0.42,0.42,0.51,0.49,0.06,0.21,0.03,0.69,0.63,2.62,0.31,0.45,0.97,0.20,0.57,2.19,0.66,0.88,0.97,1.85,0.99,7.07,0.54,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,5.89,0.07,18.15,0.00,0.00,0.00,0.00,0.42,0.00,0.00,74.37,6.33,2.22,6.55,0.00,9.85,22.90,30.26,9.70,1.40,6.10,11.11,10.40,20.50,14.80,33.60,8.40,1.90,18.00,21.60,35.20,9.60,7.30,14.60,11.60,0.69,0.46,0.64,0.61,0.57,"256,830.21","3,888,123,345.28"
65401,48,361,020200,1400000US48361020200,48361020200,202,Orange,TX,Texas,"Census Tract 202, Orange County, Texas","3,624.00",457.00,"3,100.00",2.34,0.92,1.54,0.86,0.00,0.46,0.54,0.98,1.98,0.54,0.00,0.60,0.00,0.88,0.00,0.00,1.47,0.67,1.00,0.58,0.66,2.24,0.93,0.58,0.56,0.00,1.15,0.55,0.49,0.49,0.49,7.33,0.76,0.82,0.82,0.82,0.63,0.63,0.70,0.71,0.37,0.81,0.94,4.79,0.77,0.46,0.47,0.92,0.00,1.85,0.37,0.43,0.71,1.15,0.71,8.60,0.78,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,8.90,0.43,51.15,0.00,33.09,0.00,38.81,0.00,0.00,0.00,67.81,7.17,54.21,65.64,0.00,45.79,72.80,37.00,13.00,6.70,17.60,22.73,13.80,38.50,15.10,21.60,21.80,0.00,0.30,1.20,49.70,11.20,7.00,15.60,19.30,0.98,0.82,0.56,0.96,0.68,"17,742.28","10,055,947.22"
65402,48,361,020300,1400000US48361020300,48361020300,203,Orange,TX,Texas,"Census Tract 203, Orange County, Texas","2,760.00",276.00,"6,880.00",2.75,1.00,1.95,1.00,0.00,0.47,0.34,0.98,1.79,0.47,0.95,0.66,0.95,0.87,0.00,0.00,3.43,0.98,1.00,0.30,0.73,2.04,0.84,0.66,0.00,0.95,1.61,0.90,0.39,0.39,0.39,9.25,0.97,0.56,0.56,0.56,0.80,0.87,0.92,0.63,0.77,0.93,0.89,5.81,0.94,0.61,0.49,0.83,0.48,2.40,0.81,0.82,0.96,1.78,0.98,10.56,0.98,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,8.93,0.29,50.99,8.45,49.94,14.07,36.88,0.00,0.00,0.00,44.13,6.39,74.05,0.00,29.53,31.78,35.20,48.17,24.50,11.80,15.30,36.75,19.90,33.10,17.50,21.90,18.30,1.20,12.30,15.80,39.50,10.60,7.10,18.10,14.50,0.85,0.72,0.59,0.84,0.86,"49,452.57","49,632,417.45"
65403,48,361,020500,1400000US48361020500,48361020500,205,Orange,TX,Texas,"Census Tract 205, Orange County, Texas","3,184.00",113.00,"3,113.00",2.33,0.92,1.73,0.94,0.00,0.47,0.43,0.99,1.89,0.51,0.00,0.82,0.96,0.91,0.00,0.00,2.68,0.94,1.00,0.69,0.76,2.45,0.98,0.79,0.00,0.00,0.79,0.37,0.49,0.49,0.49,8.30,0.90,0.60,0.60,0.60,0.72,0.82,0.83,0.52,0.18,1.00,0.73,4.79,0.77,0.46,0.72,0.83,0.80,2.80,0.96,0.78,0.00,0.78,0.46,8.98,0.83,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.00,8.93,0.35,57.42,0.00,96.00,20.26,55.66,0.00,0.00,0.00,77.14,6.17,100.00,0.00,0.00,45.79,39.80,42.31,20.60,8.70,12.20,17.46,38.30,24.20,15.00,25.30,18.30,6.20,9.60,0.00,37.00,9.80,7.60,15.40,13.10,0.77,0.52,0.71,0.74,0.66,"12,867.70","8,459,059.52"
65404,48,361,020700,1400000US48361020700,48361020700,207,Orange,TX,Texas,"Census Tract 207, Orange County, Texas","5,010.00",566.00,"3,146.00",2.47,0.95,1.67,0.91,0.00,0.49,0.52,0.98,1.99,0.55,0.00,0.56,0.00,0.82,0.00,0.00,1.38,0.64,1.00,0.45,0.65,2.10,0.87,0.60,0.51,0.00,1.11,0.53,0.55,0.55,0.55,7.13,0.73,0.44,0.44,0.44,0.76,0.72,0.89,0.77,0.65,0.89,0.80,5.47,0.89,0.65,0.79,0.92,0.42,2.79,0.96,0.73,0.59,1.32,0.78,10.02,0.94,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.00,9.02,0.42,50.84,0.00,24.46,0.00,20.84,0.00,0.00,0.00,57.19,7.33,60.02,53.04,0.00,55.73,24.70,45.04,16.00,10.40,20.00,31.28,17.60,27.30,18.20,26.70,21.90,0.90,6.60,0.50,38.40,10.40,6.90,16.40,14.10,0.82,0.67,0.54,0.81,0.75,"34,413.00","35,934,663.15"
65405,48,361,020800,1400000US48361020800,48361020800,208,Orange,TX,Texas,"Census Tract 208, Orange County, Texas","1,893.00",208.00,"1,685.00",2.07,0.84,1.47,0.82,0.00,0.47,0.59,0.98,2.04,0.57,0.00,0.60,0.00,0.82,0.00,0.00,1.41,0.65,1.00,0.50,0.61,2.11,0.87,0.55,0.59,0.00,1.14,0.55,0.49,0.49,0.49,7.20,0.74,0.55,0.55,0.55,0.53,0.47,0.57,0.60,0.25,0.99,0.42,3.83,0.57,0.73,0.18,0.88,0.46,2.24,0.70,0.83,0.83,1.66,0.95,8.29,0.73,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.00,8.96,0.47,51.17,0.00,33.23,0.00,19.73,0.00,0.00,0.00,61.16,7.75,47.23,71.70,0.00,45.76,34.20,31.68,9.20,5.40,14.40,19.39,32.20,14.10,19.60,16.60,19.90,1.10,13.20,2.80,40.10,9.50,8.40,13.80,13.00,0.86,0.43,0.87,0.74,0.48,"14,537.65","5,629,691.03"
65406,48,361,020900,1400000US48361020900,48361020900,209,Orange,TX,Texas,"Census Tract 209, Orange County, Texas","3,692.00",444.00,"2,916.00",2.59,0.97,1.59,0.88,0.00,0.47,0.56,0.98,2.01,0.56,0.00,0.54,0.00,0.93,0.00,0.00,1.47,0.67,1.00,0.65,0.51,2.15,0.90,0.70,0.54,0.00,1.25,0.60,0.49,0.49,0.49,7.37,0.77,0.76,0.76,0.76,0.76,0.42,0.85,0.80,0.65,0.97,0.44,4.90,0.79,0.59,0.62,0.80,0.55,2.56,0.89,0.00,0.70,0.70,0.40,8.92,0.82,1.00,1.00,1.00,1.00,1.00,5.00,1.00,0.00,8.93,0.45,51.29,0.00,22.02,0.00,67.34,0.00,0.00,0.00,73.58,9.04,86.52,61.07,0.00,45.79,62.20,44.95,8.20,9.40,21.60,31.48,26.60,14.90,17.20,23.80,17.50,1.70,0.00,1.10,46.10,10.80,7.70,15.80,18.40,0.96,0.76,0.73,0.95,0.70,"10,593.13","5,376,615.11"
65407,48,361,021000,1400000US48361021000,48361021000,210,Orange,TX,Texas,"Census Tract 210, Orange County, Texas","2,193.00",220.00,909.00,1.35,0.55,0.95,0.47,0.00,0.46,0.44,0.98,1.88,0.51,0.00,0.57,0.00,0.78,0.00,0.00,1.35,0.63,0.64,0.24,0.95,1.83,0.71,0.66,0.38,0.00,1.05,0.50,0.49,0.49,0.49,6.60,0.62,0.27,0.27,0.27,0.29,0.38,0.50,0.17,0.02,0.78,0.24,2.38,0.26,0.74,0.09,0.78,0.00,1.61,0.20,0.88,0.66,1.54,0.90,5.80,0.33,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,8.91,0.36,49.17,0.00,27.84,0.00,11.21,0.00,0.00,36.54,37.62,3.83,75.59,28.89,0.00,45.79,13.80,20.01,7.40,4.80,5.20,10.16,12.90,9.40,19.80,13.00,17.10,0.00,18.40,0.80,36.50,9.30,7.50,13.80,11.90,0.75,0.37,0.69,0.64,0.48,"25,255.14","29,220,024.06"
65408,48,361,021100,1400000US48361021100,48361021100,211,Orange,TX,Texas,"Census Tract 211, Orange County, Texas","1,814.00",284.00,"1,328.00",1.42,0.58,0.82,0.37,0.00,0.46,0.26,0.99,1.71,0.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.47,0.89,2.00,0.81,0.63,0.00,0.00,0.63,0.24,0.49,0.49,0.49,4.83,0.22,0.14,0.14,0.14,0.66,0.62,0.96,0.13,0.24,0.82,0.46,3.89,0.59,0.57,0.76,0.81,0.32,2.46,0.84,0.94,0.00,0.94,0.60,7.43,0.60,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.00,8.89,0.24,53.80,0.00,0.00,0.00,0.00,0.00,0.00,37.88,59.33,4.67,67.75,0.00,0.00,45.79,7.00,38.64,12.70,15.20,4.50,19.14,14.30,15.40,16.80,26.00,17.90,0.50,27.00,0.00,36.20,9.90,7.10,15.90,12.50,0.73,0.54,0.59,0.69,0.71,"30,729.21","38,335,814.95"
65409,48,361,021200,1400000US48361021200,48361021200,212,Orange,TX,Texas,"Census Tract 212, Orange County, Texas","4,909.00",510.00,"2,303.00",0.84,0.26,0.64,0.24,0.00,0.47,0.32,0.97,1.77,0.45,0.00,0.45,0.00,0.00,0.00,0.00,0.45,0.25,1.00,0.17,0.91,2.07,0.86,0.61,0.00,0.00,0.61,0.22,0.49,0.49,0.49,5.38,0.34,0.24,0.24,0.24,0.51,0.32,0.33,0.06,0.10,0.72,0.38,2.42,0.27,0.47,0.74,0.54,0.25,2.00,0.49,0.97,0.00,0.97,0.63,5.62,0.31,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,8.94,0.28,48.10,0.00,8.42,0.00,0.00,0.00,0.00,0.00,28.10,4.39,60.90,0.00,0.00,46.04,11.80,30.43,6.50,3.60,2.80,14.82,11.10,13.20,15.20,25.60,13.00,0.30,34.80,0.00,35.60,9.60,6.70,15.40,11.90,0.70,0.46,0.49,0.64,0.66,"43,005.27","96,680,368.56"
65410,48,361,021300,1400000US48361021300,48361021300,213,Orange,TX,Texas,"Census Tract 213, Orange County, Texas","5,785.00",626.00,"6,820.00",1.51,0.63,1.11,0.60,0.00,0.47,0.57,0.98,2.02,0.56,0.00,0.48,0.00,0.82,0.00,0.00,1.30,0.61,1.00,0.42,0.78,2.20,0.92,0.51,0.41,0.00,0.92,0.45,0.49,0.49,0.49,6.93,0.69,0.49,0.49,0.49,0.39,0.22,0.47,0.47,0.27,0.66,0.43,2.92,0.37,0.62,0.68,0.59,0.54,2.43,0.83,0.53,0.00,0.53,0.28,6.37,0.42,1.00,0.00,1.00,0.00,0.00,2.00,0.40,0.00,8.95,0.46,49.36,0.00,11.26,0.00,20.09,0.00,0.00,0.00,54.83,5.89,38.01,33.67,0.00,45.78,28.70,24.76,4.80,4.60,11.10,20.04,9.80,14.60,17.60,24.70,13.70,1.60,1.00,0.00,36.50,9.20,7.50,13.40,11.80,0.75,0.34,0.69,0.63,0.43,"24,455.84","28,899,281.71"
65411,48,361,021400,1400000US48361021400,48361021400,214,Orange,TX,Texas,"Census Tract 214, Orange County, Texas","3,861.00",368.00,"3,043.00",1.08,0.40,0.88,0.41,0.00,0.49,0.49,0.99,1.96,0.54,0.00,0.39,0.00,0.69,0.00,0.00,1.07,0.55,1.00,0.19,0.93,2.12,0.88,0.55,0.40,0.00,0.94,0.46,0.58,0.58,0.58,6.68,0.63,0.13,0.13,0.13,0.28,0.60,0.47,0.25,0.03,0.58,0.52,2.73,0.33,0.43,0.55,0.40,0.00,1.39,0.11,0.94,0.00,0.94,0.60,5.19,0.24,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,9.02,0.39,53.44,0.00,3.63,0.00,2.34,0.00,0.00,0.00,31.85,4.08,45.82,30.96,0.00,60.60,6.70,19.11,12.30,4.60,6.70,10.93,8.30,17.10,14.50,22.80,11.10,0.00,27.50,0.00,35.40,9.30,7.10,13.90,10.70,0.70,0.37,0.59,0.50,0.49,"35,222.89","58,478,554.87"
65412,48,361,021501,1400000US48361021501,48361021501,215.01,Orange,TX,Texas,"Census Tract 215.01, Orange County, Texas","2,377.00",310.00,931.00,0.93,0.31,0.73,0.30,0.00,0.48,0.29,0.98,1.75,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.10,0.95,2.06,0.85,0.50,0.00,0.00,0.50,0.17,0.50,0.50,0.50,4.82,0.22,0.19,0.19,0.19,0.34,0.52,0.55,0.17,0.24,0.85,0.64,3.30,0.46,0.29,0.93,0.58,0.64,2.44,0.83,0.97,0.00,0.97,0.64,6.90,0.51,0.00,0.00,0.00,1.00,0.00,1.00,0.20,0.00,8.97,0.26,50.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.57,3.67,35.78,0.00,0.00,48.58,9.30,22.28,10.30,5.20,5.30,19.12,15.20,20.70,12.10,31.10,13.50,2.60,36.60,0.00,32.00,9.80,6.10,15.80,10.50,0.51,0.52,0.37,0.47,0.70,"23,475.84","29,613,855.27"
65413,48,361,021502,1400000US48361021502,48361021502,215.02,Orange,TX,Texas,"Census Tract 215.02, Orange County, Texas","6,565.00",626.00,"4,673.00",1.33,0.54,1.13,0.62,0.00,0.49,0.32,0.99,1.81,0.47,0.00,0.31,0.00,0.81,0.00,0.00,1.13,0.56,1.00,0.37,0.82,2.18,0.91,0.37,0.21,0.00,0.58,0.20,0.33,0.33,0.33,6.02,0.48,0.23,0.23,0.23,0.39,0.81,0.17,0.38,0.08,0.89,0.54,3.27,0.45,0.77,0.31,0.95,0.57,2.60,0.91,0.93,0.70,1.63,0.94,7.74,0.65,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,9.03,0.28,61.43,0.00,0.63,0.00,18.51,0.00,0.00,0.00,49.94,5.47,13.64,4.25,0.00,22.77,11.60,24.48,20.30,2.50,9.20,13.98,17.60,17.70,20.60,19.30,23.40,1.90,25.50,1.10,34.90,9.80,7.10,15.40,11.50,0.67,0.52,0.59,0.59,0.66,"39,227.93","85,469,423.64"
65414,48,361,021600,1400000US48361021600,48361021600,216,Orange,TX,Texas,"Census Tract 216, Orange County, Texas","3,590.00",488.00,"1,411.00",0.80,0.24,0.80,0.36,0.00,0.50,0.28,0.98,1.76,0.45,0.00,0.00,0.00,0.64,0.00,0.00,0.64,0.33,0.68,0.27,0.96,1.91,0.76,0.25,0.17,0.00,0.42,0.14,0.24,0.24,0.24,4.97,0.25,0.20,0.20,0.20,0.32,0.66,0.58,0.14,0.01,0.85,0.53,3.11,0.41,0.73,0.51,0.70,0.37,2.32,0.76,0.96,0.59,1.55,0.90,7.18,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.06,0.25,51.07,0.00,0.00,0.00,0.47,0.00,0.00,26.14,40.81,3.56,0.04,0.23,0.00,11.68,9.70,21.46,13.90,5.50,4.80,8.09,15.50,17.40,19.70,22.20,15.50,0.70,33.80,0.50,33.80,9.30,6.80,14.70,10.40,0.61,0.37,0.52,0.46,0.58,"55,559.76","97,167,645.04"
65415,48,361,021700,1400000US48361021700,48361021700,217,Orange,TX,Texas,"Census Tract 217, Orange County, Texas","1,995.00",382.00,"1,505.00",2.12,0.86,1.52,0.85,0.33,0.51,0.55,0.99,2.38,0.67,0.00,0.52,0.00,0.68,0.95,0.00,2.15,0.88,1.00,0.33,0.72,2.06,0.85,0.53,0.53,0.00,1.06,0.51,0.38,0.38,0.38,8.03,0.87,0.21,0.21,0.21,0.57,0.76,0.34,0.29,0.28,0.91,0.62,3.77,0.56,0.57,0.80,0.86,0.59,2.83,0.97,0.92,0.00,0.92,0.58,7.73,0.65,1.00,0.00,0.00,1.00,1.00,3.00,0.60,0.33,9.13,0.44,60.64,0.00,17.95,0.00,2.05,16.94,0.00,0.00,46.67,6.50,41.30,58.92,0.00,30.14,10.10,33.53,17.80,3.70,7.40,20.17,18.90,20.00,16.90,26.80,19.30,2.10,23.90,0.00,36.80,10.00,7.30,16.60,13.00,0.76,0.57,0.64,0.74,0.77,"30,282.58","21,488,862.51"
65416,48,361,021800,1400000US48361021800,48361021800,218,Orange,TX,Texas,"Census Tract 218, Orange County, Texas","2,529.00",407.00,"2,391.00",1.18,0.46,0.98,0.50,0.00,0.50,0.49,1.00,1.98,0.54,0.00,0.29,0.00,0.00,0.00,0.00,0.29,0.19,1.00,0.39,0.88,2.26,0.94,0.65,0.47,0.00,1.12,0.54,0.60,0.60,0.60,6.25,0.54,0.30,0.30,0.30,0.28,0.67,0.00,0.03,0.28,0.68,0.71,2.64,0.31,0.25,0.85,0.81,0.73,2.64,0.92,0.92,0.00,0.92,0.59,6.50,0.44,1.00,0.00,0.00,0.00,0.00,1.00,0.20,0.00,9.08,0.39,70.16,0.00,0.06,0.00,0.00,0.00,0.00,0.00,51.68,4.75,72.01,45.26,0.00,63.90,15.20,19.06,14.10,0.00,1.90,20.22,10.30,23.20,11.40,28.00,17.70,4.20,24.40,0.00,35.40,9.50,7.30,14.80,11.50,0.70,0.43,0.64,0.59,0.59,"27,064.58","25,132,794.60"
65417,48,361,021900,1400000US48361021900,48361021900,219,Orange,TX,Texas,"Census Tract 219, Orange County, Texas","7,329.00",920.00,"6,914.00",1.46,0.61,1.26,0.71,0.33,0.51,0.40,1.00,2.23,0.63,0.00,0.48,0.00,0.00,0.00,0.00,0.48,0.26,1.00,0.35,0.85,2.20,0.92,0.61,0.39,0.00,1.01,0.49,0.63,0.63,0.63,6.54,0.60,0.16,0.16,0.16,0.54,0.64,0.40,0.27,0.17,0.89,0.66,3.58,0.52,0.45,0.71,0.71,0.54,2.41,0.82,0.96,0.71,1.67,0.95,7.82,0.66,0.00,0.00,0.00,1.00,0.00,1.00,0.20,0.33,9.11,0.33,68.21,0.00,12.07,0.00,0.00,0.00,0.00,0.00,48.51,5.06,62.02,30.79,0.00,69.26,7.90,31.93,13.30,4.10,7.10,17.23,17.40,21.60,14.90,25.10,15.70,1.60,31.40,1.20,34.60,10.00,6.50,16.90,11.70,0.66,0.57,0.45,0.62,0.79,"36,847.12","55,251,983.51"
65418,48,361,022000,1400000US48361022000,48361022000,220,Orange,TX,Texas,"Census Tract 220, Orange County, Texas","4,206.00",554.00,"2,261.00",2.31,0.91,1.51,0.84,0.33,0.52,0.49,0.99,2.33,0.66,0.00,0.62,0.92,0.76,0.93,0.00,3.23,0.98,0.84,0.38,0.71,1.93,0.77,0.63,0.42,0.00,1.05,0.51,0.57,0.57,0.57,9.10,0.96,0.21,0.21,0.21,0.68,0.72,0.51,0.46,0.13,0.97,0.34,3.81,0.57,0.15,0.84,0.61,0.52,2.13,0.61,0.96,0.00,0.96,0.62,7.11,0.55,1.00,1.00,0.00,1.00,1.00,4.00,0.80,0.33,9.17,0.39,61.41,0.00,39.90,1.34,7.88,10.90,0.00,1.09,51.14,6.67,66.62,34.86,0.00,59.81,10.30,39.62,16.20,4.90,10.80,15.81,26.10,12.10,9.30,27.90,14.00,1.50,32.30,0.00,36.20,10.50,6.60,17.80,12.60,0.73,0.70,0.47,0.70,0.85,"35,646.77","41,274,452.07"
65419,48,361,022200,1400000US48361022200,48361022200,222,Orange,TX,Texas,"Census Tract 222, Orange County, Texas","4,366.00",435.00,"2,774.00",1.10,0.41,1.10,0.59,0.33,0.51,0.36,0.99,2.18,0.62,0.00,0.35,0.91,0.67,0.00,0.00,1.93,0.85,1.00,0.10,0.97,2.06,0.85,0.48,0.00,0.86,1.34,0.65,0.43,0.43,0.43,7.95,0.86,0.21,0.21,0.21,0.39,0.24,0.33,0.21,0.03,0.45,0.43,2.10,0.21,0.27,0.94,0.48,0.25,1.94,0.44,0.90,0.00,0.90,0.56,5.15,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9.11,0.30,64.23,0.00,1.93,0.51,1.37,0.00,0.00,0.00,16.77,3.42,31.88,0.00,0.51,37.01,10.20,24.69,5.20,3.60,6.10,10.91,6.40,14.60,11.80,31.70,12.10,0.30,20.80,0.00,32.10,9.20,6.30,14.30,10.00,0.51,0.34,0.41,0.41,0.54,"57,319.26","92,683,044.67"
65420,48,361,022300,1400000US48361022300,48361022300,223,Orange,TX,Texas,"Census Tract 223, Orange County, Texas","7,440.00",675.00,"4,974.00",1.15,0.44,1.15,0.63,0.33,0.49,0.41,0.99,2.22,0.63,0.95,0.47,0.93,0.73,0.00,0.00,3.08,0.98,0.80,0.25,0.69,1.75,0.65,0.45,0.00,0.88,1.33,0.64,0.32,0.32,0.32,8.70,0.94,0.17,0.17,0.17,0.24,0.41,0.16,0.13,0.01,0.60,0.57,2.12,0.21,0.41,0.81,0.59,0.00,1.82,0.34,0.83,0.00,0.83,0.50,4.93,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,9.04,0.34,52.82,8.64,10.86,4.79,4.73,0.00,0.00,3.97,39.07,6.83,25.26,0.00,2.29,21.82,8.40,17.47,8.00,2.40,4.50,7.86,8.60,18.70,14.20,27.20,13.70,0.00,13.00,0.00,32.60,8.90,6.90,13.40,10.10,0.54,0.26,0.54,0.42,0.43,"40,963.02","77,751,870.71"
65421,48,361,022400,1400000US48361022400,48361022400,224,Orange,TX,Texas,"Census Tract 224, Orange County, Texas","4,947.00",484.00,"5,009.00",1.06,0.39,1.06,0.56,0.33,0.46,0.29,0.96,2.04,0.57,0.95,0.43,0.00,0.78,0.00,0.00,2.15,0.87,0.84,0.43,0.76,2.02,0.83,0.29,0.00,0.89,1.17,0.56,0.16,0.16,0.16,7.54,0.80,0.11,0.11,0.11,0.34,0.25,0.03,0.33,0.19,0.79,0.36,2.29,0.24,0.28,0.81,0.53,0.46,2.08,0.57,0.81,0.00,0.81,0.48,5.28,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.33,8.89,0.26,46.69,7.44,6.35,0.00,10.27,0.00,0.00,1.15,55.41,6.13,2.84,0.00,2.81,2.55,5.60,22.19,5.30,0.90,8.20,17.84,13.20,12.50,12.00,27.10,12.80,1.10,11.60,0.00,31.70,9.10,6.50,14.20,9.90,0.49,0.31,0.45,0.40,0.53,"54,347.80","90,543,632.73"
65422,48,363,000100,1400000US48363000100,48363000100,1,Palo Pinto,TX,Texas,"Census Tract 1, Palo Pinto County, Texas","2,827.00",334.00,"1,862.00",1.26,0.50,0.66,0.25,0.46,0.22,0.07,0.41,1.15,0.21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.84,0.32,0.79,1.96,0.79,0.00,0.20,0.88,1.08,0.52,0.00,0.00,0.00,4.19,0.11,0.25,0.25,0.25,0.60,0.57,0.24,0.22,0.32,0.75,0.73,3.43,0.49,0.93,0.30,0.70,0.54,2.47,0.85,0.94,0.00,0.94,0.60,7.09,0.54,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.67,7.64,0.12,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.77,45.96,5.72,0.00,3.43,2.03,0.00,12.30,35.02,11.40,3.00,6.20,21.40,12.00,24.10,26.80,19.20,15.50,1.60,26.40,0.00,39.90,9.50,8.50,13.90,13.80,0.86,0.43,0.88,0.79,0.49,"185,813.69","669,054,185.37"
65423,48,363,000200,1400000US48363000200,48363000200,2,Palo Pinto,TX,Texas,"Census Tract 2, Palo Pinto County, Texas","2,060.00",263.00,"1,691.00",1.59,0.66,0.99,0.51,0.33,0.19,0.07,0.43,1.01,0.17,0.00,0.00,0.00,0.68,0.89,0.00,1.57,0.71,0.82,0.30,0.83,1.96,0.79,0.35,0.21,0.00,0.56,0.19,0.00,0.00,0.00,5.10,0.27,0.45,0.45,0.45,0.70,0.72,0.36,0.33,0.36,0.90,0.84,4.20,0.66,0.88,0.46,0.69,0.71,2.74,0.95,0.81,0.00,0.81,0.48,8.19,0.72,1.00,0.00,1.00,0.00,1.00,3.00,0.60,0.33,7.47,0.12,29.42,0.00,0.00,0.00,1.86,3.40,0.00,2.13,44.23,5.33,10.89,4.26,0.00,0.00,25.50,41.31,15.90,3.80,8.10,22.26,17.70,29.60,23.90,21.50,15.20,3.80,11.20,0.00,39.00,9.20,8.30,13.10,13.20,0.83,0.34,0.85,0.75,0.40,"173,733.47","812,541,968.23"
65424,48,363,000300,1400000US48363000300,48363000300,3,Palo Pinto,TX,Texas,"Census Tract 3, Palo Pinto County, Texas","3,960.00",460.00,"2,489.00",1.39,0.57,0.99,0.51,0.65,0.24,0.09,0.41,1.38,0.29,0.00,0.00,0.00,0.66,0.87,0.00,1.53,0.69,1.00,0.21,0.93,2.15,0.89,0.34,0.29,0.00,0.64,0.24,0.00,0.00,0.00,5.69,0.41,0.22,0.22,0.22,0.54,0.64,0.29,0.18,0.14,0.84,0.60,3.22,0.44,0.91,0.25,0.70,0.35,2.20,0.67,0.94,0.77,1.71,0.96,7.36,0.59,1.00,0.00,1.00,0.00,0.00,2.00,0.40,1.67,7.76,0.14,29.06,0.00,0.00,0.00,1.24,1.72,0.00,0.00,34.04,4.00,9.98,15.41,0.00,0.00,11.10,32.19,13.30,3.30,5.40,16.34,14.80,19.40,25.20,18.20,15.50,0.60,26.70,1.80,38.20,9.10,8.10,13.00,12.20,0.81,0.31,0.82,0.67,0.39,"210,975.65","752,834,614.25"
